City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tazovskiy,RU,67.4667,78.7,-3.57,91,100,22.86,light snow
347,Kahului,US,20.8947,-156.47,68.0,77,40,14.97,scattered clouds
348,Dyersburg,US,36.0345,-89.3856,37.4,93,1,3.44,clear sky
349,Yekimovichi,RU,54.1129,33.2965,30.67,96,17,10.49,few clouds
350,Navalmoral De La Mata,ES,39.8916,-5.5406,43.0,87,0,4.0,clear sky
351,Bilma,NE,18.6853,12.9164,66.0,24,0,14.47,clear sky
352,Dachau,DE,48.26,11.434,36.0,93,0,3.44,clear sky
353,Codrington,AU,-38.2667,141.9667,60.46,58,8,12.68,clear sky
354,Tamworth,GB,52.634,-1.6959,37.0,94,100,3.0,overcast clouds
355,Naya Bazar,IN,27.1333,88.2667,79.68,15,0,6.02,clear sky
356,Carahue,CL,-38.7,-73.1667,46.4,100,75,1.14,mist
357,Ostrovnoy,RU,68.0531,39.5131,24.57,87,100,6.69,light snow
358,Vanimo,PG,-2.6741,141.3028,80.91,79,100,14.47,moderate rain
359,Coihaique,CL,-45.5752,-72.0662,52.88,97,100,1.39,moderate rain
360,Huarmey,PE,-10.0681,-78.1522,73.96,74,100,0.85,overcast clouds
361,Bassano,CA,50.7834,-112.4685,32.0,100,36,1.14,scattered clouds
362,Malakal,SS,9.5334,31.6605,88.34,12,100,14.63,overcast clouds
363,Paamiut,GL,61.994,-49.6678,36.21,75,0,10.67,clear sky
364,Poya,NC,-21.35,165.15,81.36,70,97,5.77,overcast clouds
365,Lakes Entrance,AU,-37.8811,147.981,64.0,68,19,5.99,few clouds
366,Kaohsiung,TW,22.6163,120.3133,73.4,56,75,12.66,broken clouds
367,Sigli,ID,5.3848,95.9609,85.71,60,91,6.15,overcast clouds
368,Kalabo,ZM,-14.97,22.6814,67.32,90,99,6.24,overcast clouds
369,Eldorado,BR,-23.7869,-54.2836,69.91,94,25,7.47,heavy intensity rain
370,Sibi,PK,29.5448,67.8764,87.67,11,0,1.48,clear sky
371,Ornskoldsvik,SE,63.2909,18.7153,33.8,86,91,8.05,overcast clouds
372,Grand Gaube,MU,-20.0064,57.6608,86.0,62,0,11.99,clear sky
373,Nouakchott,MR,18.0858,-15.9785,60.8,31,60,8.05,broken clouds
374,Brooks,CA,50.5834,-111.8851,33.8,75,5,5.75,clear sky
375,Narsaq,GL,60.9167,-46.05,42.8,31,20,40.29,few clouds
376,Hasaki,JP,35.7333,140.8333,50.0,40,20,10.36,few clouds
377,Okha,RU,53.5739,142.9478,-4.18,83,0,11.25,clear sky
378,Lagoa,PT,39.05,-27.9833,56.66,65,66,26.35,broken clouds
379,Tucuman,AR,-26.8241,-65.2226,69.8,100,90,10.36,mist
380,Kjollefjord,NO,70.9457,27.3465,26.6,86,90,16.11,snow
381,Omsukchan,RU,62.5333,155.8,-12.8,87,100,3.94,overcast clouds
382,Hami,CN,42.8,93.45,48.04,29,0,2.57,clear sky
383,Alberton,CA,46.8168,-64.0654,12.2,73,99,36.82,overcast clouds
384,Dillon,US,34.4166,-79.3712,43.0,100,90,4.61,light intensity drizzle
385,Vardo,NO,70.3705,31.1107,24.8,93,75,13.8,broken clouds
386,Orotukan,RU,62.2667,151.7,-29.97,82,100,1.36,overcast clouds
387,Eureka,US,40.8021,-124.1637,45.0,100,1,1.83,clear sky
388,Sergeyevka,KZ,53.88,67.4158,13.28,95,100,19.93,overcast clouds
389,Praia Da Vitoria,PT,38.7333,-27.0667,55.0,76,20,18.28,few clouds
390,Nurlat,RU,54.4277,50.8051,25.2,94,98,9.8,light snow
391,San Rafael,AR,-34.6177,-68.3301,75.69,40,83,6.2,broken clouds
392,Nouadhibou,MR,20.931,-17.0347,64.4,68,100,20.71,overcast clouds
393,Bokoro,TD,12.3807,17.0568,78.04,10,94,16.17,overcast clouds
394,Tessalit,ML,20.1986,1.0114,66.43,14,81,10.38,broken clouds
395,Lago Da Pedra,BR,-4.3333,-45.1667,71.2,98,81,0.36,broken clouds
396,Voh,NC,-20.9667,164.7,80.6,76,100,6.24,overcast clouds
397,Vestmannaeyjar,IS,63.4427,-20.2734,42.53,90,100,27.38,overcast clouds
398,Kozyatyn,UA,49.7143,28.8339,32.0,93,90,11.18,overcast clouds
399,Lensk,RU,60.7253,114.9278,-12.5,90,100,4.59,overcast clouds
400,Kutum,SD,14.2,24.6667,65.48,23,0,12.21,clear sky
401,Menongue,AO,-14.6585,17.691,66.36,81,5,5.14,clear sky
402,Roebourne,AU,-20.7833,117.1333,88.38,57,48,12.84,scattered clouds
403,Sao Francisco De Paula,BR,-29.4481,-50.5836,66.0,90,91,1.99,overcast clouds
404,Ratnagiri,IN,16.9833,73.3,93.67,26,0,4.74,clear sky
405,Portland,US,45.5234,-122.6762,43.0,81,40,4.61,scattered clouds
406,Guaxupe,BR,-21.3053,-46.7128,63.18,95,100,4.21,overcast clouds
407,Beipiao,CN,41.7919,120.7792,54.07,40,0,16.84,clear sky
408,Saint Anthony,US,45.0205,-93.218,33.8,93,1,5.3,clear sky
409,Kodinsk,RU,58.6881,99.1844,-10.08,83,100,4.29,overcast clouds
410,Sawakin,SD,19.1059,37.3321,73.47,59,66,10.33,broken clouds
411,La Rioja,ES,42.25,-2.5,46.99,100,90,6.91,mist
412,High Level,CA,58.5169,-117.136,-2.2,92,1,4.61,clear sky
413,Kangasala,FI,61.4638,24.076,32.0,86,0,13.8,clear sky
414,Yar-Sale,RU,66.8333,70.8333,7.16,94,100,18.25,light snow
415,Palmer,US,42.1584,-72.3287,24.01,42,90,8.05,overcast clouds
416,Mawlaik,MM,23.6333,94.4167,98.58,14,3,2.1,clear sky
417,Kamenka,RU,51.3223,42.7678,32.0,89,100,13.47,snow
418,Port Blair,IN,11.6667,92.75,83.5,58,0,13.51,clear sky
419,Salta,AR,-24.7859,-65.4117,68.0,88,75,3.44,broken clouds
420,Waipawa,NZ,-41.4122,175.5153,68.0,77,40,18.41,light rain
421,Gizo,SB,-8.103,156.8419,83.41,77,100,17.4,moderate rain
422,San Pedro De Macoris,DO,18.4616,-69.2972,71.01,94,20,4.61,few clouds
423,Zanjan,IR,36.6736,48.4787,44.6,61,20,9.22,few clouds
424,Koshurnikovo,RU,54.1667,93.3,21.18,94,100,3.04,overcast clouds
425,Mocuba,MZ,-16.8392,36.9856,75.52,89,100,7.07,overcast clouds
426,Sena Madureira,BR,-9.0656,-68.6569,70.59,95,100,1.97,light rain
427,Adrar,MR,20.5022,-10.0711,60.06,24,44,10.89,scattered clouds
428,Arlit,NE,18.7369,7.3853,73.98,17,0,8.23,clear sky
429,Brae,GB,60.3964,-1.353,41.0,81,75,2.3,broken clouds
430,Belchatow,PL,51.3688,19.3567,37.0,93,90,2.3,fog
431,Krasnoselkup,RU,65.7,82.4667,-4.9,86,100,20.87,overcast clouds
432,Carhuamayo,PE,-10.9167,-76.0333,34.16,92,100,1.34,overcast clouds
433,Kawalu,ID,-7.3817,108.2082,82.99,71,93,2.51,overcast clouds
434,Kondinskoye,RU,59.6481,67.41,12.56,95,100,14.34,overcast clouds
435,Suket,IN,24.65,76.0333,84.2,26,0,4.41,haze
436,Henties Bay,NA,-22.116,14.2845,69.01,87,0,3.0,clear sky
437,Lethem,GY,3.3803,-59.7968,75.13,75,100,10.07,overcast clouds
438,Araguari,BR,-18.6472,-48.1872,68.0,77,0,6.91,clear sky
439,Marilia,BR,-22.2139,-49.9458,67.5,97,100,3.13,overcast clouds
440,Calvia,ES,39.5657,2.5062,57.0,88,40,3.44,scattered clouds
441,Winton,US,37.3894,-120.6133,54.0,71,1,5.08,clear sky
442,Saint-Pierre,RE,-21.3393,55.4781,87.8,62,0,18.41,clear sky
443,Gushikawa,JP,26.3544,127.8686,68.0,60,40,20.71,scattered clouds
444,Yuci,CN,37.6803,112.7319,57.2,30,0,6.71,clear sky
445,Kieta,PG,-6.2167,155.6333,80.83,79,100,9.53,moderate rain
446,Nyurba,RU,63.2842,118.3319,-19.97,84,100,3.6,overcast clouds
447,Dunedin,NZ,-45.8742,170.5036,66.99,66,0,3.0,clear sky
448,Roald,NO,62.5833,6.1333,42.8,93,75,13.8,broken clouds
449,Haines Junction,CA,60.7522,-137.5108,15.8,79,94,1.14,overcast clouds
450,Byron Bay,AU,-28.65,153.6167,73.4,73,90,5.75,light rain
451,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.2,94,0,1.14,clear sky
452,Kavieng,PG,-2.5744,150.7967,82.83,76,100,11.27,moderate rain
453,Gorlitz,DE,51.1552,14.9885,41.0,76,0,4.0,clear sky
454,Flinders,AU,-34.5833,150.8552,71.01,59,45,4.0,scattered clouds
455,Ilhabela,BR,-23.7781,-45.3581,75.18,80,100,2.37,overcast clouds
456,Alugan,PH,12.2188,125.4808,81.84,71,56,6.31,broken clouds
457,Paciran,ID,-6.8767,112.3761,84.99,68,25,13.11,scattered clouds
458,Goderich,CA,43.7501,-81.7165,32.0,74,0,10.36,clear sky
459,Bone,DE,51.9669,12.1396,43.0,93,0,8.05,clear sky
460,Qiongshan,CN,20.0058,110.3542,73.4,83,75,13.42,light rain
461,Okhotsk,RU,59.3833,143.3,-6.05,87,100,4.54,overcast clouds
462,Portlethen,GB,57.0547,-2.1307,37.4,93,90,5.75,overcast clouds
463,Luebo,CD,-5.35,21.4167,74.79,89,100,2.33,overcast clouds
464,Alpena,US,45.0617,-83.4327,34.0,75,100,4.0,overcast clouds
465,Kovur,IN,14.4833,79.9833,92.37,26,13,10.11,few clouds
466,Dukat,RU,62.55,155.55,-15.88,88,100,2.75,overcast clouds
467,Wuwei,CN,37.9281,102.6414,50.83,33,0,6.64,clear sky
468,Meihekou,CN,42.5272,125.6753,39.99,68,100,18.07,overcast clouds
469,Mazagao,BR,-0.115,-51.2894,73.4,100,75,2.3,moderate rain
470,Sorland,NO,67.667,12.6934,35.6,60,75,26.46,light snow
471,Pitimbu,BR,-7.4706,-34.8086,73.4,100,20,4.61,few clouds
472,Correntina,BR,-13.3433,-44.6367,65.1,90,80,3.44,broken clouds
473,Jacksonville,US,30.3322,-81.6556,57.2,94,90,5.75,light rain
474,Medea,DZ,36.2642,2.7539,55.4,100,40,4.61,mist
475,Tura,IN,25.5198,90.2201,87.57,15,0,6.11,clear sky
476,Baisha,CN,26.5222,110.9311,55.56,74,99,1.92,overcast clouds
477,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,94,75,1.14,light intensity drizzle
478,Grand Bend,CA,43.3168,-81.7498,32.0,71,0,5.01,clear sky
479,Bonnyville,CA,54.2668,-110.735,21.2,93,1,4.61,clear sky
480,Damghan,IR,36.1683,54.348,49.21,47,0,2.24,clear sky
481,Manokwari,ID,-0.8667,134.0833,80.56,82,100,14.61,overcast clouds
482,Gulu,UG,2.7746,32.299,86.94,26,100,11.79,overcast clouds
483,Alto Araguaia,BR,-17.3147,-53.2153,66.04,95,86,6.33,overcast clouds
484,Saurimo,AO,-9.6608,20.3916,73.4,73,75,2.91,light rain
485,Lingao,CN,19.9103,109.6859,75.34,76,73,14.97,broken clouds
486,Asmar,AF,35.0333,71.3581,66.72,27,52,3.18,broken clouds
487,Maniitsoq,GL,65.4167,-52.9,27.93,50,100,7.67,overcast clouds
488,Shingu,JP,33.7333,135.9833,53.6,50,0,11.5,clear sky
489,Vanavara,RU,60.34,102.2797,-14.78,83,100,4.41,overcast clouds
490,Santa Cruz Del Norte,CU,23.1539,-81.9236,69.8,100,20,5.75,few clouds
491,Yarqa,JO,31.9785,35.6947,50.0,71,40,3.44,scattered clouds
492,Nemuro,JP,43.3236,145.575,19.4,45,20,9.22,few clouds
493,Kuryk,KZ,43.2,51.65,44.38,69,3,13.24,clear sky
494,Kenai,US,60.5544,-151.2583,6.01,92,1,3.89,mist
495,Sulangan,PH,11.1373,123.7228,82.26,67,0,7.2,clear sky
496,Newport,GB,51.5877,-2.9984,41.0,92,95,9.35,overcast clouds
497,Iquique,CL,-20.2208,-70.1431,69.8,68,0,1.1,clear sky
498,Chau Doc,VN,10.7,105.1167,97.11,32,1,12.15,clear sky
499,Iskateley,RU,67.6803,53.1512,14.23,96,98,11.39,light snow
500,Kidal,ML,18.4411,1.4078,74.95,20,2,8.79,clear sky
501,North Bend,US,43.4065,-124.2243,41.0,100,20,5.75,few clouds
502,La Ronge,CA,55.1001,-105.2842,21.2,79,40,5.75,scattered clouds
503,Yining,CN,29.0361,114.5636,52.12,75,100,1.74,overcast clouds
504,Isiolo,KE,0.3546,37.5822,80.26,33,7,4.59,clear sky
505,Aracuai,BR,-16.8497,-42.0703,65.91,96,89,1.34,overcast clouds
506,Mekhe,SN,15.1097,-16.6218,73.4,40,9,10.4,clear sky
507,Evensk,RU,61.95,159.2333,0.64,85,100,19.08,overcast clouds
508,Tiarei,PF,-17.5333,-149.3333,80.6,89,75,4.61,broken clouds
509,Brandenburg,DE,52.4167,12.55,39.0,94,0,3.33,clear sky
510,Rudbar,AF,30.15,62.6,73.2,21,0,6.26,clear sky
511,Pyay,MM,18.8167,95.2167,102.27,13,0,2.68,clear sky
512,Akureyri,IS,65.6835,-18.0878,28.4,86,90,3.44,overcast clouds
513,Biryusinsk,RU,55.9634,97.8235,0.55,78,21,3.96,few clouds
514,Bam,IR,29.106,58.357,73.54,25,1,5.12,clear sky
515,Margate,GB,51.3813,1.3862,41.0,91,0,1.99,clear sky
516,Asau,RO,46.4333,26.4,44.01,37,24,4.25,few clouds
517,Moose Factory,CA,51.2585,-80.6094,8.6,78,90,8.05,light snow
518,Motygino,RU,58.1831,94.7592,-4.22,87,86,6.02,overcast clouds
519,Sayyan,YE,15.1718,44.3244,65.75,25,0,9.75,clear sky
520,Coueron,FR,47.2151,-1.7217,48.0,93,90,3.44,overcast clouds
521,Rancho Palos Verdes,US,33.7445,-118.387,51.8,82,1,4.59,clear sky
522,Ponta Delgada,PT,37.7333,-25.6667,57.2,67,40,25.32,scattered clouds
523,Dali,CN,25.7,100.1833,64.99,30,42,10.31,scattered clouds
524,Ulagan,RU,50.6321,87.9563,28.72,84,79,14.92,broken clouds
525,Waingapu,ID,-9.6567,120.2641,86.4,66,89,7.92,overcast clouds
526,Ballitoville,ZA,-29.539,31.2144,80.01,65,0,1.14,clear sky
527,Marshalltown,US,42.0494,-92.908,39.0,67,0,3.0,clear sky
528,Abramovka,RU,51.1886,41.0202,30.36,97,100,16.04,overcast clouds
529,Lima,PE,-12.0432,-77.0282,73.99,83,0,3.44,clear sky
530,Grants,US,35.1473,-107.8514,19.4,38,1,3.44,clear sky
531,Pueblo Nuevo,MX,23.3833,-105.3833,50.04,48,0,5.53,clear sky
532,Beyneu,KZ,45.3167,55.2,41.79,66,9,20.51,clear sky
533,Southbridge,US,42.0751,-72.0334,23.0,30,85,3.0,overcast clouds
534,Hamamatsu,JP,34.7,137.7333,57.0,64,0,5.01,clear sky
535,Tiznit,MA,29.5833,-9.5,52.2,73,11,1.1,few clouds
536,Aleysk,RU,52.4926,82.7822,17.82,96,100,10.11,overcast clouds
537,Tabuk,PH,17.4189,121.4443,80.71,74,19,6.06,few clouds
538,San Jeronimo,PE,-11.9472,-75.2829,44.62,74,52,1.57,broken clouds
539,Carrollton,US,32.9537,-96.8903,48.0,57,1,4.61,clear sky
540,Sterling,US,39.0062,-77.4286,33.01,69,1,6.91,clear sky
541,Te Karaka,NZ,-38.4654,177.8679,68.88,74,69,4.88,broken clouds
542,Chapais,CA,49.7834,-74.8492,-20.2,83,1,3.44,clear sky
543,Strezhevoy,RU,60.7333,77.5889,3.2,78,0,13.42,clear sky
544,Turukhansk,RU,65.8167,87.9833,-13.49,77,69,14.5,broken clouds
545,Bandarbeyla,SO,9.4942,50.8122,81.1,63,3,18.28,clear sky
546,Mindelo,CV,16.8901,-24.9804,69.8,73,75,21.85,broken clouds
547,Mucurapo,TT,10.6667,-61.5333,75.2,73,20,9.22,few clouds
548,Ivanteyevka,RU,55.9711,37.9208,32.0,69,0,15.66,clear sky
549,Pangkalanbuun,ID,-2.6833,111.6167,94.17,45,100,1.57,light rain
550,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.95,98,69,1.7,broken clouds
551,Dhamtari,IN,20.7072,81.5497,87.8,16,2,2.3,haze
552,Montes Altos,BR,-5.8333,-47.0667,75.2,100,75,5.79,broken clouds
553,Verkhnyaya Inta,RU,65.9811,60.3094,14.9,96,100,1.81,light snow
554,Sikonge,TZ,-5.6333,32.7667,75.2,78,20,9.22,few clouds
555,Uvinza,TZ,-5.1036,30.3911,72.61,90,100,2.53,moderate rain
556,Qaqortoq,GL,60.7167,-46.0333,42.8,31,20,40.29,few clouds
557,Yerbogachen,RU,61.2767,108.0108,-17.7,84,100,5.19,overcast clouds
558,Sola,VU,-13.8833,167.55,78.8,94,90,21.85,light rain
559,Yarada,IN,17.65,83.2667,93.2,38,0,9.22,haze
560,Vila,PT,42.0304,-8.1588,50.0,100,0,3.44,clear sky
561,Ballina,AU,-28.8667,153.5667,73.4,73,90,5.75,overcast clouds
562,Tagusao,PH,9.1924,117.8141,84.85,65,0,7.74,clear sky
563,Corozal,CO,9.3151,-75.2928,75.11,62,43,3.56,scattered clouds
564,Aykhal,RU,66.0,111.5,-26.16,80,16,2.93,few clouds
565,Northam,GB,51.0333,-4.2167,45.0,95,100,1.01,overcast clouds
566,Provost,CA,52.3501,-110.2683,23.0,100,14,4.61,few clouds
567,Geraldton,AU,-28.7667,114.6,78.8,69,90,14.97,overcast clouds
568,Sagar,IN,23.8333,78.7167,89.89,11,0,3.91,clear sky
569,Mercedes,AR,-34.6515,-59.4307,73.99,91,100,1.99,overcast clouds
570,Jumla,NP,29.2747,82.1838,64.02,16,0,8.79,clear sky
571,Marawi,PH,7.9986,124.2928,82.99,81,100,15.99,overcast clouds
572,Anzio,IT,41.4853,12.6179,55.0,76,0,4.61,clear sky
573,Agadez,NE,19.75,10.25,61.38,27,0,6.87,clear sky
574,Ube,JP,33.9431,131.2511,46.4,49,0,3.44,clear sky
575,Olafsvik,IS,64.8945,-23.7142,35.6,89,100,17.72,overcast clouds
576,Zhezkazgan,KZ,47.8043,67.7144,25.95,97,91,17.36,overcast clouds
577,Lata,PT,40.1629,-8.3327,50.0,90,0,3.8,clear sky
578,Morant Bay,JM,17.8815,-76.4093,78.8,73,40,5.75,scattered clouds
579,Istok,XK,42.7808,20.4875,39.0,74,0,0.45,clear sky
580,Kudahuvadhoo,MV,2.6708,72.8944,82.04,69,16,14.63,few clouds
581,Lagunas,PE,-5.2269,-75.6753,71.44,97,96,1.3,overcast clouds
582,Westport,US,41.1415,-73.3579,30.99,43,1,5.75,clear sky
583,Sanandaj,IR,35.3144,46.9923,41.0,60,75,6.02,broken clouds
584,Koupela,BF,12.1794,-0.3517,76.95,19,0,9.01,clear sky
585,Grand-Santi,GF,4.25,-54.3833,71.83,97,100,2.1,overcast clouds
586,Puerto Del Rosario,ES,28.5004,-13.8627,62.6,77,40,12.66,scattered clouds
587,Yomou,GN,7.5603,-9.2653,73.49,96,98,2.48,overcast clouds
588,San Policarpo,PH,12.1791,125.5072,81.93,71,53,6.42,broken clouds
589,Buenos Aires,AR,-34.6132,-58.3772,77.0,88,75,13.8,broken clouds
590,Mozarlandia,BR,-14.7447,-50.5706,68.56,96,100,3.91,overcast clouds
591,Villa Union,MX,23.2,-106.2333,64.0,94,1,3.44,clear sky
592,Lincoln,US,40.8,-96.667,42.01,69,1,4.54,clear sky
593,Kumluca,TR,36.3703,30.2869,53.73,63,24,8.81,few clouds
594,Cuenca,EC,-2.8833,-78.9833,53.6,100,100,2.3,overcast clouds
595,Husainabad,IN,24.5333,84.0167,90.32,11,0,9.24,clear sky
596,Cabo Rojo,PR,18.0866,-67.1457,72.0,90,7,1.99,clear sky
597,Kishi,NG,9.0833,3.85,75.0,25,87,0.47,overcast clouds
598,Vidalia,US,32.2177,-82.4135,44.6,87,90,8.05,light rain
599,Kaspiysk,RU,42.8816,47.6392,46.4,61,0,11.18,clear sky
600,Launceston,AU,-41.45,147.1667,64.0,48,75,12.66,light rain
601,Metro,ID,-5.1131,105.3067,87.78,64,98,8.46,overcast clouds
602,Guanica,PR,17.9716,-66.908,72.0,75,0,6.06,clear sky
603,Nova Odesa,UA,47.3078,31.7851,37.4,81,0,13.42,clear sky
604,Tezu,IN,27.9167,96.1667,87.69,17,14,4.99,few clouds
605,Xai-Xai,MZ,-25.0519,33.6442,78.46,74,49,10.92,scattered clouds
606,Cherskiy,RU,68.75,161.3,-23.37,84,100,3.76,overcast clouds
607,Liepaja,LV,56.5419,21.0367,33.8,100,90,10.36,fog
608,Necochea,AR,-38.5473,-58.7368,71.01,89,3,7.0,clear sky
609,Talara,PE,-4.5772,-81.2719,75.15,81,100,10.13,overcast clouds
610,Bacolod,PH,10.6667,122.95,85.91,58,91,13.6,overcast clouds
611,Aldan,RU,58.6031,125.3894,-9.11,88,100,4.56,overcast clouds
612,Bridlington,GB,54.0831,-0.1919,35.01,89,100,2.53,overcast clouds
613,Wlodawa,PL,51.55,23.55,33.8,86,90,6.71,overcast clouds
614,Narovchat,RU,53.8765,43.6946,22.78,91,100,14.03,overcast clouds
615,Illapel,CL,-31.6308,-71.1653,62.04,74,0,0.89,clear sky
616,Vao,NC,-22.6667,167.4833,78.53,76,99,11.54,overcast clouds
617,Venado Tuerto,AR,-33.7456,-61.9688,70.0,99,46,3.0,scattered clouds
618,Shache,CN,38.4167,77.2406,51.96,40,0,0.78,clear sky
619,Bara,NG,10.3744,10.7288,79.92,16,100,12.57,overcast clouds
620,Nizwa,OM,22.9333,57.5333,87.39,18,0,7.81,clear sky
621,Ngunguru,NZ,-35.6167,174.5,66.99,95,39,3.0,scattered clouds
622,Zhuhai,CN,22.2769,113.5678,71.01,77,40,9.22,scattered clouds
623,Meybod,IR,32.2501,54.0166,57.2,41,0,4.61,clear sky
624,La Crosse,US,43.8014,-91.2396,33.8,75,1,3.44,clear sky
625,Kerouane,GN,9.2667,-9.0167,73.78,80,15,2.57,few clouds
626,Moree,AU,-29.4667,149.85,87.8,18,0,13.8,clear sky
627,Laukaa,RU,58.7372,29.8453,32.5,94,100,11.43,overcast clouds
628,Minab,IR,27.1467,57.0801,84.2,37,20,9.22,few clouds
629,Katwa,IN,23.6399,88.128,90.52,11,0,7.11,clear sky
630,Ust-Nera,RU,64.5667,143.2,-12.21,81,100,3.58,overcast clouds
631,Mabaruma,GY,8.2,-59.7833,70.2,98,54,2.59,broken clouds
632,Jiuquan,CN,39.7432,98.5174,49.95,37,0,5.99,clear sky
633,Gravelbourg,CA,49.8834,-106.5512,23.0,93,34,3.44,scattered clouds
634,Quelimane,MZ,-17.8786,36.8883,75.2,100,75,9.22,light rain
635,Zhanakorgan,KZ,43.9098,67.2495,38.95,37,77,2.44,broken clouds
636,Boyolangu,ID,-8.1181,111.8935,86.43,67,58,1.59,broken clouds
637,Morwell,AU,-38.2333,146.4,62.01,60,0,7.0,clear sky
638,Shchors,UA,51.8186,31.945,33.49,84,0,11.41,clear sky
639,Buchanan,LR,5.8808,-10.0467,78.8,94,75,2.55,mist
640,Quesnel,CA,52.9999,-122.5029,37.4,60,90,8.05,overcast clouds
641,Kalianget,ID,-7.05,113.9333,85.59,67,60,9.1,broken clouds
642,Erdenet,MN,49.0333,104.0833,29.39,65,83,9.28,broken clouds
643,Maraa,BR,-1.8333,-65.3667,72.25,98,97,2.01,overcast clouds
644,Quetzaltenango,GT,14.8333,-91.5167,64.0,95,18,1.99,few clouds
645,Murgab,TM,37.4966,61.9714,55.4,35,0,4.32,clear sky
646,Zhigansk,RU,66.7697,123.3711,-24.56,83,100,12.24,overcast clouds
647,Nanakuli,US,21.3906,-158.1547,71.6,64,1,6.91,clear sky
648,Porto Santo,PT,33.072,-16.3415,59.0,67,40,5.95,scattered clouds
649,Batagay-Alyta,RU,67.8006,130.4114,-23.48,94,96,2.82,overcast clouds
650,Hualmay,PE,-11.0964,-77.6139,73.94,67,100,3.4,overcast clouds
651,Thinadhoo,MV,0.5333,72.9333,82.56,69,10,13.18,clear sky
652,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.77,84,9,5.03,clear sky
653,Praia,CV,14.9215,-23.5087,71.6,43,20,10.36,few clouds
654,Ibra,OM,22.6906,58.5334,88.41,20,0,5.5,clear sky
655,Dalvik,IS,65.9702,-18.5286,28.4,86,90,3.44,overcast clouds
656,Mirabad,AF,30.4362,61.8383,70.68,22,0,6.85,clear sky
